id,name,slug,website,one_liner,long_description,batch,status,team_size,all_locations,industry,subindustry,tags,industries,regions,stage,isHiring,nonprofit,top_company,small_logo_thumb_url,launched_at
fl-64,Leap Transit,leap-transit,,Provider of private transit and offers bus services,"## What was Leap Transit?

Leap transit was a private transport service based in San Francisco, they offered bus services with eye-catching and comfortable interiors. Leap was supposed to fill a gap in the transport system by serving people that didn't want to pay for an Uber ride every day and yet preferred a quieter environment to the public transport offered in the city. The buses had Wi-Fi, leather seats, AC sockets. They also had a mini bar offering snacks and beverages.",,Inactive,75,United States,Transportation,Transportation,Legal Challenges,Transportation,United States,,False,False,False,,1356998400
fl-65,Teforia,teforia,,A tea brewer machine connected with an application,"## What was Teforia?

Teforia was a tea brewer that would supposedly yield the perfect cup of tea by combining traditional brewing with the power of smart technology. The app was connected to Wi-Fi, had Bluetooth capabilities, and a designated mobile app to start the machine, gain info about the tea leaves, stats, and an option to teak the brewing process. Teforia initially costed over $1000, the company also sold prepackaged leaf packets.",,Inactive,30,United States,Food & Beverage,Food & Beverage,No Market Need,Food & Beverage,United States,,False,False,False,,1388534400
fl-66,Berg,berg,,Commercialized cloud services for hardware innovators,"## What was Berg?

Berg was a cloud platform on which Little Printer, an Internet-of-Things device, worked. Berg allowed users to print out interesting news from the web, social media, etc. across devices. Little Printer looked like a receipt printer but could be used as a social letterbox, targeting mainly families. It produced little retro style printed papers that could be used for various purposes. The competitors of Berg’s Little Printer were Turtle Mail, Ink and Memo Bird.",,Inactive,30,United Kingdom,Design,Design,No Market Need,Design,United Kingdom,,False,False,False,,1104537600
fl-67,Rdio,rdio,,Digital music service provider,"## What was Rdio?

Rdio was among the first modern music streaming services to hit the American market. Rdio developers wanted to offer a product that was beautiful, flawless and social.
One of the interesting features of that app was that it would show you what your friends were listening to and would give you music recommendations based on your circle of friends’ playlists.",,Inactive,75,United States,Music,Music,Competition,Music,United States,,False,False,False,,1199145600
fl-68,OpTier,optier,,Cloud-based enterprise software business,"## What was OpTier?

OpTier was a cloud-based enterprise software business and provided customers with a business transaction monitoring platform. OpTier services included an Application Performance Management (APM) which helped businesses manage and optimize their projects with the help of contextualized large data. OpTier technology provided a way to empower trade arrangements by analyzing billions of business transactions daily and offered insights that aimed at helping companies proactively manage their businesses.",,Inactive,75,United States,Analytics,Analytics,Lack of PMF,Analytics,United States,,False,False,False,,1009843200
fl-69,Fab,fab,,Online design marketplace,"## What was Fab?

Fab is a former e-commerce company which started out as a dating site. On June 9, 2011, the owners of the site decided to entirely focus on sales and daily design inspiration. The company grew so rapidly that it even surpassed Facebook’s record when it was able to reach the 1 million subscribers milestone within six months. The company grew their sales and exposure, even more when they introduced a social-concept similar to Facebook which enabled users to share the purchases they made on Fab.com on an interface called “Inspiration wall”.",,Acquired,750,United States,e-Commerce,e-Commerce,Multiple Reasons,e-Commerce,United States,,False,False,False,,1230768000
fl-70,37Coins,37coins,,Startup that developed Bitcoin technologies,"## What was 37Coins?

37Coins has been developing new Bitcoin technologies for the hottest new markets for Bitcoins such as the Philippines and Singapore. The company is a Bitcoin wallet provider headquartered in California. 37Coins created several SMS gateway systems (SMSGateways). These servers allowed users from a certain region to receive and send Bitcoins using their so-called SMSWallets.
The Gateway is an android application that operates by connecting the user’s network service provider to the internet.",,Inactive,6,United States,Finances,Finances,Lack of Funds,Finances,United States,,False,False,False,,1388534400
fl-71,Parse,parse,,Cloud-based software developer kits,"## What was Parse?

Parse was a mBaaS (Mobile Backend as a service) platform. The firm offered a cloud-based platform for mobile apps developers with tools to let them build, run and test applications while taking care of the back-end support. Its main services were Parse Core to save data, Parse Cloud to run custom app codes, Parse Push for notification purposes, and Parse Analytics which had stats and optimization insights.",,Inactive,30,United States,Software & Hardware,Software & Hardware,Acquisition Flu,Software & Hardware,United States,,False,False,False,,1293840000
fl-72,Springpad,springpad,,"Allowed users organize projects, ideas and to-do’s","## What was Springpad?

Springpad, a startup founded in 2008 was once considered an Evernote rival. The Springpad app was designed to empower users to clip, organize, and interpret all types of web content to create a comprehensive hub of articles, videos, images, recipes and more. The Springpad app was designed to empower users by organizing content.",,Acquired,30,United States,Productivity,Productivity,Lack of Focus,Productivity,United States,,False,False,False,,1199145600
fl-73,MySpace,myspace,,Social network based on personal user pages,"## What was MySpace?

MySpace was originally launched as a side project. Started as a spin-off of Friendster, it grew rapidly to become the most popular social networking site before Facebook entered the scene. It gained 1 million users in about one month after it was officially launched in 2004 and by 2005 it had 20 million registered users.
Upon registration on the site, users were given profile pages they could personalize, write posts or blogs, connect with others through comments or messages, share art, stream their own music or that of their favorite artists. The platform principally made profits by serving ads to its users which reached about 76 million in 2008. In this article we'll explore what happened to Myspace and the reasons why it failed.
‍

## Social Media In The Early 2000s

Back in the early 2000s, MySpace wasn't just another website; it was the place to be online. This was the era when social media was just starting to take shape, and MySpace led the charge.
It wasn't only about connecting with friends; it was an icon that showed the world the power of the internet to bring people together in new and exciting ways. Looking into what happened to MySpace teaches us about the fast-paced nature of the tech world. It's a reminder that even the most popular sites need to stay fresh and relevant to their users.
MySpace was founded by people in the industry and marketing sector and their perspective of the platform was since the beginning very different from that of Facebook, which nevertheless became its primary competitor. MySpace tried first to ignore Facebook, then to copy it and lastly decided to repurpose itself as a platform for artist and musicians.",,Active,375,United States,Social Media,Social Media,Multiple Reasons,Social Media,United States,,False,False,False,,1041379200
fl-74,Admazely,admazely,,Easy-to-setup retargeting for web shops,"## What was Admazely?

Admazely was a Copenhagen based startup that offered simple to set up retargeting tools for web shops. Its objective was to give technological advertising solution for online businesses to effectively re-engage website visitors who that go through with the offerings purchase.",,Inactive,6,Denmark,Marketing,Marketing,Lack of Funds,Marketing,Denmark,,False,False,False,,1293840000
fl-75,Crowdmix,crowdmix,,Music streaming and sharing platform,"## What was Crowdmix?

Crowdmix was to be a music streaming and sharing platform on which people could listen and talk about their favorite bands. The company released a beta invite-only version of the app for DJ and musicians. The official app was never released.",,Acquired,175,United Kingdom,Music,Music,Mismanagement of Funds,Music,United Kingdom,,False,False,False,,1356998400
fl-76,Wattage,wattage,,Online platform that made creating hardware easy,"## What was Wattage?

Wattage was an online platform with an ambitious goal: break the entry barrier for hardware design. The ideal future Wattage envisioned was that of a world in which anyone could customize their electronics without needing to have any in-depth knowledge in the field. Anyone with an internet connection could start creating and customizing hardware by making use of the startup software. Once the user had all the specifications ready the product would be created with 3D printing, packed and shipped to the customer.",,Inactive,75,Canada,Software & Hardware,Software & Hardware,No Market Need,Software & Hardware,Canada,,False,False,False,,1388534400
fl-77,Shuddle,shuddle,,Safe on-demand transportation for families,"## What was Shuddle?

Shuddle launched with the ambition to become the go-to service for parents with busy schedules that needed someone to drive their kids to their classes.
Shuddle drivers, which were usually moms, teachers, and nannies, were said to have been hand-selected through the extensive screening process so as to assure kids would have a safe, reliable and on time ride service.",,Inactive,30,United States,Transportation,Transportation,Lack of Funds,Transportation,United States,,False,False,False,,1388534400
fl-78,SchoolGennie,schoolgennie,,Provide data to schools about their pain points,"## What was SchoolGennie?

SchoolGennie’s ambition was to help Indian schools, and India’s educational sector at large, to focus on and improve child development by providing management solutions that saved time, reduced overall costs and help make better administrative decisions. SchoolGennie introduced an ERP (electronic records portal) platform for schools which included services such as the Competitive Edge Software and Cloud Software Service.",,Inactive,6,India,Education,Education,Lack of Experience,Education,India,,False,False,False,,1356998400
fl-79,Take Eat Easy,take-eat-easy,,Restaurants delivered to your door,"## What was TakeEatEasy?

TakeEatEasy came into the on-demand food market with the purpose of enabling quality restaurants to provide a reliable delivery service for their customers. Their job was to align supply and demand in time and space by automatic optimization and dispatching of orders to couriers and restaurants. TakeEatEasy provided a deep integration in restaurant operations thanks to their app which customers to order dishes online, change prep time order and cancel orders. The TakeEatEasy app connected customers with reputable restaurants and delivered meals to the customer’s doorstep under one hour.",,Inactive,175,Belgium,Food & Beverage,Food & Beverage,Competition,Food & Beverage,Belgium,,False,False,False,,1356998400
fl-80,Circa,circa,,Mobile news app on diverse topics,"## What was Circa?

Circa was a promising startup in the news sector that had the ambitious mission of ‘fixing’ what was wrong with journalism. More specifically, the product this San Francisco based company came up with was a news app that pushed notifications to the user’s phone and delivered digestible bit-sized news specifically for mobiles, at a time at which no news company had yet tried the model. The company offered ‘atomized’ news rather than a summary, which means they broke down the news to its core elements; stats, facts, media, and quotes. Links to different sources were also given so that users could read the full story. Users had also the option of following up on a story and receive updates for specific news.",,Acquired,30,United States,Entertainment,Entertainment,Lack of Funds,Entertainment,United States,,False,False,False,,1293840000
fl-81,Alikolo,alikolo,,Online marketplace organization,"## What was Alikolo?

Alikolo was an eMarketplace organization started in 2014, in Indonesia. The organization's goal was to address purchasers' issues from an online stage. Alikolo’s model was such that sellers could list their product in the e-marketplace and buyers could access the sites to make their purchases. Alikolo would then ensure that the items purchased from the online stage would be delivered to their remote destinations. Initially, they incentivized the delivery by offering free shipping but when the shipping promotion stopped, their sales dropped significantly.",,Inactive,6,Indonesia,e-Commerce,e-Commerce,Lack of Experience,e-Commerce,Indonesia,,False,False,False,,1388534400
fl-82,Poliana,poliana,,Web application that simplified the legislative system,"## What was Poliana?

Poliana established with an aim of bringing order to the chaos in the political system of the United States of America. It initially tried to do that by providing a gateway for communication between politicians and their citizens. After the pivot, they started creating and designing data visualization tool using their data set for institutions like schools. Also, they created a paid access terminal that assisted people to make their own data visualization. Poliana also tried to sell information and data visualization to media groups in small and large scale depending on their audience. In particular, they collected data on who exactly funded politicians so as to create transparency and a better understanding of who’s agenda a particular politician was trying to implement since there was a high correlation between the source of the funding politicians receive and the bills they would pass (or prevent from passing).",,Inactive,6,United States,Analytics,Analytics,Bad Business Model,Analytics,United States,,False,False,False,,1356998400
fl-83,Design Inc.,design-inc,,Marketplace for high-quality design work,"## What was Design Inc.?

Design Inc. was a startup that linked clients to talented designers. Clients would post on the site the projects they needed to get done. Design Inc. allowed designers to autonomously send proposals for the projects they would like to work on while charging a small fee for it. The platform helped designers all over the world to find their dream projects and companies were happy to be able to choose from a talented pool of designers.",,Inactive,6,United States,Design,Design,Bad Business Model,Design,United States,,False,False,False,,1451606400
fl-84,Vine,vine,,Platform to share short looping video clips,What happened to Vine? Why did Vine shut down? When? Does TikTok face the same risk? Here's our detailed analysis.,,Inactive,75,United States,Social Media,Social Media,Multiple Reasons,Social Media,United States,,False,False,False,,1325376000
fl-85,HitMeUp,hitmeup,,Developed mobile marketing applications,"## What was HitMeUp?

HitMeUp was a web-based business commercial center situated in London. Its zone of specialization was instant and area-based promotions. The business application enabled clients to make area-based flash deals when it experienced low sales periods. HitMeUp had also a customer's application that gave clients the ability to see a map of flash sales and deals around them. The main objective of the app was that of connecting business with clients that were looking for deals and were ready to buy on the spot thanks to its real-time and location-based service. HitMeUp advanced through three forms; Version 1 - Web-only application, Version 2 - Mobile application in addition to Web, and Version 3 - Mobile application only.",,Inactive,6,United Kingdom,e-Commerce,e-Commerce,Lack of Experience,e-Commerce,United Kingdom,,False,False,False,,1293840000
fl-86,Stereomood,stereomood,,Music platform that provided mood-based song listings,"## What was Stereomood?

Stereomood was an online platform for streaming music which instead of being based on genre or musical interest, it categorized and streamed songs according to the users’ mood. Users could hear and create their own playlist as well as share music with other members depending on how they felt at any particular time.",,Acquired,30,Italy,Music,Music,Acquisition Flu,Music,Italy,,False,False,False,,1230768000
fl-87,Appiterate,appiterate,,Mobile marketing automation platform,"## What was Appiterate?

Appiterate was a mobile marketing company, which specializes in creating “precise and targeted” user experience based on the user’s previous activity on both applications and websites. Appiterate delivered a lot of personalized notifications on its campaigns each month, roughly around 100 million targeted and specific notifications for various platforms of different e-commerce sites. This target-specific campaign technique by Appiterate landed some huge scores for those e-commerce sites who reportedly had a whopping 300% increase in their total revenue.",,Acquired,6,United States,Marketing,Marketing,Acquisition Flu,Marketing,United States,,False,False,False,,1356998400
fl-88,Sunrise,sunrise,,Calendar app for mobile and desktop,"## What was Sunrise?

Sunrise was a calendar app for mobile and desktop. One of the main features of the app was to connect users and calendars from different providers using different web and mobile platforms, from iOS and Android devices to MacBook and Microsoft devices as well as web clients. Through Sunrise, users could access calendars from their Gmail, iCloud and Microsoft Exchange all with the goal to simplify the use of calendars and the event planning process.",,Acquired,30,France,Productivity,Productivity,Bad Business Model,Productivity,France,,False,False,False,,1325376000
fl-89,Dinnr,dinnr,,Ingredients and recipe to create meals at home,"## What was Dinnr?

Dinnr was a web platform which allowed customers to select a recipe on the website and order pre-measured ingredients accompanied with printed instruction which would be delivered to them on the same day. The only item clients were required to have at home, besides an equipped kitchen, were oil, salt, and pepper. Dinnr did not provide readymade food, it only provided the customer with ingredients and instructions. An exception was made on popular celebrations like Valentine’s Day, Christmas, and Thanksgiving, where they actually offered special ready to eat meals.",,Inactive,6,United Kingdom,Food & Beverage,Food & Beverage,No Market Need,Food & Beverage,United Kingdom,,False,False,False,,1325376000
fl-90,Selltag,selltag,,Platform for people to sell and buy items,"## What was Selltag?

Selltag was a web-based buy & sell platform which later integrated their services with a mobile app and social network available in both iOS and Android app stores. It allowed registered users to create a network of their own products, lists of services, and even advertisements in order to buy or sell goods from other users in the network. Digitally created content was also considered as a trading good that could be easily exchanged or bought. Selltag also provided customers with externally shareable links to their products so that other non-registered users could see them and possibly become involved in the negotiation.",,Inactive,30,Spain,e-Commerce,e-Commerce,Failure to Pivot,e-Commerce,Spain,,False,False,False,,1388534400
fl-91,Kiko,kiko,,Ajax-style online calendar application,"## What was Kiko?

Kiko was an Ajax-style online calendar application that offered advanced features that included API integration with other websites and applications on the Internet. The app was particularly helpful to business professionals, event organizers, etc. One of the best features of the Kiko calendar app was that it had a user-friendly UI and it was possible to access one’s calendar from other computers with it. Kiko granted users the ability to invite and share calendars and events with anyone.",,Acquired,30,United States,Productivity,Productivity,Bad Management,Productivity,United States,,False,False,False,,1041379200
fl-92,Monitor110,monitor110,,Real-time internet monitoring services,"## What was Monitor 110?

Monitor 110 was an information and data gathering service that offered real-time internet monitoring services for Wall Street. It allowed investors to monitor internet sources for information and insight relevant to their investment and portfolio management. Their algorithm allowed customers to gather data and monitor 40 million online sources so as to get first knowledge of any new trend by essentially ‘listening in’ to online conversations and blogs that included keywords related to the financial market.",,Inactive,6,United States,Analytics,Analytics,Multiple Reasons,Analytics,United States,,False,False,False,,1041379200
fl-93,SpoonRocket,spoonrocket,,"Next-gen, ultra-fast delivery platform","## What was SpoonRocket?

SpoonRocket was a pre-made food delivery service with a team of chefs that produced a limited selection of healthy affordable meals each day. Customers could order an $8 meal from SpoonRocket through the company’s app or through their site. The drivers then picked up the meals, stored them in warming cases specifically designed to be inside the delivery cars and got ready to deliver the food to customers within 15 minutes of their order.",,Inactive,30,United States,Food & Beverage,Food & Beverage,Competition,Food & Beverage,United States,,False,False,False,,1356998400
fl-94,Juicero,juicero,,First home cold-pressed juicing system,"## What was Juicero?

Juicero was a juice company that collected fresh organic fruits and vegetables for the customers, prepared, and put them in special single serve packets. It offered pre-sold packets of diced fruits and vegetables.
It solved the produce gap and ensured that it took care of the washing, cutting preparing for people to eat in a simple way. It brought convenience to the people by using a Wi-Fi connected juice press that automatically squeezed the single servings packets into a glass of cold fresh juice.
Juicero stated mission was helping people attain optimal health by making it easier for them to consume fresh raw foods.",,Inactive,175,United States,Food & Beverage,Food & Beverage,Bad Business Model,Food & Beverage,United States,,False,False,False,,1356998400
fl-95,Salorix,salorix,,Online social network engagement platform,"## What was Salorix?

Salorix was an agency that offered an online networking engagement platform for brands. Through Amplify, as the AI based service was called, brands could “listen in” on ongoing social discussions which would be ranked to distinguish the most relevant key themes and influencers over different businesses for their clients. Solarix was considered to have a cutting-edge product and even received twice acquisition offers from Google in 2012 and 2013.",,Inactive,30,United States,Analytics,Analytics,Bad Management,Analytics,United States,,False,False,False,,1230768000
fl-96,Friendster,friendster,,Social gaming site focused on entertainment,"## What Was Friendster?

Friendster was a social gaming site and can be considered the first prototype of social networking sites as we know them. It was widely popular in the Asian region and boasted about 115 million registered users in 2011.
Through the platform, users could take part in online games, send messages, write comments, post media and share content with other users publicly or privately. It was also used for dating, discovering new events and joining new hobbyist circles.",,Inactive,30,Philippines,Social Media,Social Media,Lack of PMF,Social Media,Philippines,,False,False,False,,978307200
fl-97,Dopplr,dopplr,,Social travel network service,"## What was Dopplr?

Dopplr was a social travel network service. With Dopplr users could create personalized travel schedules with the option to share and link their trip plans with people in their contact list so as to coordinate a meeting or simply keep track of each other journeys. Dopplr was established in 2007 and had headquarters in the UK.",,Inactive,6,United States,Travel,Travel,Acquisition Flu,Travel,United States,,False,False,False,,1167609600
fl-98,Kitchit,kitchit,,Brought local chefs to private households,"## What was Kitchit?

Kitchit mission was to make you enjoy the dining experience by letting you book local chefs and bringing them to your doorsteps. Meals were served at the client’s home and yet were more affordable and convenient than going to high-end restaurants. Kitchit offered three signature menus that featured starter, entrée, and dessert and had meals that would appeal to vegetarians as well. Unlike other service providers which delivered ready-made meals or sent ingredients only, Kitchit made sure to take care of the whole dining process from acquiring ingredients, cooking it and cleaning up afterwards.",,Inactive,30,United States,Food & Beverage,Food & Beverage,Competition,Food & Beverage,United States,,False,False,False,,1293840000
fl-99,Frankly,frankly,,Messaging app for frank conversations,"## What was Frankly?

Frankly.me was a Q&A social platform which targeted Indian users in particular, where people could directly connect to public figures to ask them questions. Questions with the most upvotes had the most chance of being seen and replied to by celebrities. Famous people could publish a 90 seconds video on the platform (‘velfies’ or vlogs, as they were referred to) to give a response to popular posts addressed to them. Furthermore, anyone could sign up and share 90 sec videos with other users.",,Inactive,75,India,Social Media,Social Media,Lack of PMF,Social Media,India,,False,False,False,,1388534400
fl-100,Kno,kno,,Education software startup,"## What was Kno?

Kno Inc. was a California based educational software startup. The company wanted to change the traditional way students learn. Kno introduced double paneled e-textbooks packed with interactive study lessons and resources, social sharing tools, and adaptive features that were designed to keep students engaged.",,Acquired,10000,United States,Education,Education,Competition,Education,United States,,False,False,False,,1230768000
fl-101,Beepi,beepi,,P2P used car online marketplace,"## What was Beepi?

Beepi was an online peer-to-peer marketplace for used cars. Beepi promised to make the transaction easy, safe and profitable for all parties. The company would take care of inspecting, processing and eventually delivering the cars to the customers themselves. Vroom, a similar business to Beepi, requires only photos before cars are listed, while Beepi sent an inspector for on the spot inspection. Great customer service was one of Beepi’s strengths.",,Acquired,175,United States,Transportation,Transportation,Mismanagement of Funds,Transportation,United States,,False,False,False,,1356998400
fl-102,Pixate,pixate,,Platform for mobile interaction design,"## What was Pixate?

Pixate wanted to make prototyping and designing applications more accessible and effortless. Although the company was a small unit, it still had achieved a lot. Specifically, Pixate was a mobile app prototyping tool for Android and iOS that let users create and preview complicated interactions and animations. No use of code was needed to use the app that also helped improve the app design through interactive native prototypes.",,Inactive,30,United States,Design,Design,Acquisition Flu,Design,United States,,False,False,False,,1325376000
fl-103,Mailbox,mailbox,,"Inbox that made email light, fast, and mobile-friendly.","## What was Mailbox?

Mailbox launched in early 2013 and was able to gather over 1 million registrations for its trial plan.
The app promised to make your inbox more manageable, fast and efficient. It introduced the swipe option to archive emails, snooze feature to read mail later and mute unimportant conversations. Mailbox used machine learning to anticipate and sort mails for the user to always show them the most relevant messages. Many of today's email services providers have incorporated Mailbox’s innovations into their product.",,Inactive,750,United States,Productivity,Productivity,Bad Business Model,Productivity,United States,,False,False,False,,1293840000
fl-104,DotCloud,dotcloud,,"Enabled developers to host, assemble and run their applications","## What was dotCloud?

dotCloud was a platform as a service (PaaS) for developers that enabled them to host, assemble and run their applications on the service. Through dotCloud, numerous organizations found a safe and stable stage to maintain their organizations. dotCloud gave origin to the Docker project which became so successful that the company changed its name to Docker. As the potentials for Docker increased, the team decided to concentrate on it and sold off dotCloud to Berlin-based company CloudControl.",,Inactive,375,United States,Software & Hardware,Software & Hardware,Mismanagement of Funds,Software & Hardware,United States,,False,False,False,,1199145600
fl-105,LayerVault,layervault,,Allowed users to store and collaborate on design work,"## What was LayerVault?

LayerVault's idea was to build a high-growth business in the design industry. The app helped you store, track, review, and deliver design work. The platform also gave its subscribers unlimited file storage and real-time updates and it had a companion iOS app. It built some good technology that explored new ideas and addressed a common need (pain) in the design community.",,Inactive,30,United States,Design,Design,Lack of Funds,Design,United States,,False,False,False,,1293840000
fl-106,Zoomo,zoomo,,P2P transactions of pre-owned cars,"## What was Zoomo?

Zoomo was a Bangalore-based company that started with the goal of building trust in the Indian used cars market. Unlike many car portals, Zoomo did not open up their marketplace to other car dealers. Instead, it decided to only list cars after thoroughly inspecting them.The car would then be sold through peer-to-peer transactions. Zoomo’s aim was to offer a reliable and trustworthy platform where customers would be assured of the quality of the cars and that they would be given a fair, standardized price. The startup caught the attention of some savvy investors and was able to raise over $7 million through venture capital.",,Inactive,30,India,Transportation,Transportation,Bad Business Model,Transportation,India,,False,False,False,,1388534400
fl-107,Shipbeat,shipbeat,,Shipping API for e-commerce companies,"## What was Shipbeat?

Shipbeat was a location-based platform designed primarily as an aid to small to medium-sized e-commerce businesses. Shipbeat aimed to help companies deal with logistics issues while maintaining their services at the top of their game. The idea was derived from the need to have a modern and reliable service provider, which could, in turn, lead to greater savings and revenues for the online retailer. Shipbeat also wanted to make the process of delivering goods to customers more transparent and flexible.",,Inactive,30,Denmark,e-Commerce,e-Commerce,Multiple Reasons,e-Commerce,Denmark,,False,False,False,,1388534400
fl-108,Dinner Lab,dinner-lab,,Membership-based social dining experiment,"## What was Dinner Lab?

Dinner Lab had an intriguing approach to the on-demand food market. What Dinner Lab offered was a culinary experience that would take diners away from the traditional dining experience and let them share new dishes with a group of strangers in unusual places. People could sign up for a membership plan and would receive an invitation, ideally 2 to 4 times a month, to take part of a unique experience enriched by exotic food and new people.",,Inactive,30,United States,Food & Beverage,Food & Beverage,Bad Business Model,Food & Beverage,United States,,False,False,False,,1293840000
fl-109,Digg,digg,,Enables users to share interesting stories,"## What was Digg?

Digg stated mission on launching was that of ‘democratizing’ the content and news that people saw.
The concept was simple: anyone that found interesting content could ‘digg it’ and post it on the Digg site. The post and stories that received the most amount of upvotes were featured on Digg’s front page getting thus maximum exposure.
The site was initially a place for geeky and tech content but it soon grew to incorporate various types of content.",,Active,75,United States,Social Media,Social Media,Competition,Social Media,United States,,False,False,False,,1072915200
fl-110,Lumos,lumos,,Internet of things startup on switching technology,"## What was Lumos?

Lumos was an Internet of Things startup that sought to provide customers with the ultimate smart switching technology. The first-time entrepreneurs who came with Lumos wanted to create internet-connected devices that used machine learning and could adjust and personalize home appliances settings based on the behavior and routines of the user.",,Inactive,6,India,Software & Hardware,Software & Hardware,Lack of Experience,Software & Hardware,India,,False,False,False,,1388534400
fl-111,Turntable.fm,turntable-fm,,Online interactive platform for DJs and listeners,"## What was Turntable?

Turntable.fm was an online interactive platform on which DJ, fans and casual listeners were brought together. People could choose avatars for themselves, browse different music rooms and create a playlist.",,Inactive,6,United States,Music,Music,Bad Business Model,Music,United States,,False,False,False,,1293840000
fl-112,Sidecar,sidecar,,Provided B2B delivery transportation network,"## What was Sidecar?

Sidecar was a transportation company based in united states (US). It was founded a couple of years after Uber but was never able to catch up with it despite the fact that it had a good product built on solid technology. One of the features Sidecar introduced was that of enabling riders to set their own price. In general, the app of the company offered much more control over their riding experience both for drivers and riders.",,Acquired,75,United States,Transportation,Transportation,Competition,Transportation,United States,,False,False,False,,1293840000
fl-113,Flud,flud,,Social news reader for different platforms,"## What was Flud?

Flud was a social news reader available for iPads, iPhones, Androids and Windows platform. Flud distinguished itself from other news readers because users could save or store articles and news in the reading list for later reading. It was made to display RSS feeds from other blogs or news sites which made it easy for individuals to stream different sources of news - at the same time - on a single platform. Flud was considered as one of the best social news readers because it had a beautiful UI design, users could create profiles, follow other users, create communities and discussions around a topic and become major contributors by sharing their content.",,Inactive,30,United States,Productivity,Productivity,Multiple Reasons,Productivity,United States,,False,False,False,,1262304000
fl-114,Sprig,sprig,,Online app that provided healthy organic meals,"## What was Sprig?

Sprig delivered high-end meals to customers who were looking for healthy and nutritional menu choices.
This meal-based startup provided fast delivery times with low or no fees whenever there was low demand. The company also dominated in terms of quality of ingredients and transparency in the nutritional value. The ingredients were sometimes inspected from the point of origin by the chef so as to ensure that they had the best quality. All the ingredients used for the meals were locally-sourced, sustainable, and seasonal.",,Inactive,75,United States,Food & Beverage,Food & Beverage,Competition,Food & Beverage,United States,,False,False,False,,1356998400
fl-115,Sip,sip,,Daily tappable tech news and stories,"## What was Sip?

Recently, Product Hunt shut down Sip, their project that covered breaking news in the tech industry in a bite-size, tap-to-go-next format similar to that of Instagram, Snap, Facebook, and WhatsApp stories. Although Sip slowly built up a large userbase of over 100k unique monthly users, Ryan Hoover and Product Hunt quietly discontinued the app in early 2019 and new stories immediately stopped populating the app—read on to find out why.",,Inactive,6,United States,Productivity,Productivity,Multiple Reasons,Productivity,United States,,False,False,False,,1514764800
fl-116,MatterFab,matterfab,,Selling affordable solutions for metal 3-D printing,"## What was MatterFab?

The world of additive manufacturing has widely been promoted as the embodiment of the future. 3D printers are the machines that are making this into a reality. Using metal as the raw material for printing has made 3D printing more than just a hobby. Airline juggernauts like Airbus and General Electric have been replacing traditionally made engine parts with lighter, 3D printed ones. This saves them millions in fuel costs. The major downside to all this has been the $1 million price tag. MatterFab, founded in 2013, came to the rescue with the goal of making metal-based additive manufacturing affordable.",,Inactive,6,United States,Software & Hardware,Software & Hardware,Bad Business Model,Software & Hardware,United States,,False,False,False,,1356998400
fl-117,WOW Air,wow-air,,Ultra-low-cost transatlantic airline service,"## What was WOW Air?

WOW Air was the Icelandic answer to RyanAir for low-cost air travel in Europe. Founded in 2011, it operated between Iceland, Europe, Asia, and North America. In 2012 WOW Air took over operations and flight network from another home-grown low-cost carrier, Iceland Express. The airline carried over 400,000 passengers in 2013 and reached its 1 millionth passenger on December 2014. By 2015, WOW Air had expanded its flight operations to North America, with flights to the U.S. starting in 2015, followed by Canada in May 2016. Within the next 2 years, it would also add more destinations in the Middle East as well, like Tel Aviv, Israel.",,Inactive,75,Iceland,Transportation,Transportation,Multiple Reasons,Transportation,Iceland,,False,False,False,,1293840000
fl-118,CircleBack Lending,circleback-lending,,A P2P marketplace for online lending,"## What was Circle Back Lending?

Founded in 2013, Circle Back Lending was launched as an online personal loans marketplace connecting potential borrowers with lenders who could lend them any amount ranging from $1000 payday loans to $35,000 Personal Loans for longer-term reasons (ranging from 36 to 60 months). The APR (Annual Percentage Rate) offered on these loans ranged from 6.63 to 35.82 % (credit cards have an APR between 17-24 %). Circle Back promised a quick inquiry process and a private and secure system that would send cash directly to your account after contact with and approval by a verified and registered lender.",,Inactive,30,United States,Finances,Finances,Bad Business Model,Finances,United States,,False,False,False,,1325376000
fl-119,Aria Insights,aria-insights,,Air vehicles for search and rescue missions,"## What was Aria Insights?

Aria, formerly known as CyPhy Works was a US-based drone manufacturer that specialized in developing highly advanced drones. Their flagship product was called PARC - Persistent Aerial Reconnaissance and Communication, and was a tethered drone that had a particularly long flight time - instead of hours one could measure it in days. The drone was also known for its ability to sustain harsh weather conditions, making it perfect for “rough use”. As such, many of Aria’s clients were related to law enforcement and the military. Aria also targeted clients related to first response, telecommunications and the oil and gas industry.",,Inactive,30,United States,Software & Hardware,Software & Hardware,Multiple Reasons,Software & Hardware,United States,,False,False,False,,1199145600
